gene,rank,tissue
MT-ND4,40,Superior Temporal Gyrus
FRMD4B,41,Superior Temporal Gyrus
LAMA2,42,Superior Temporal Gyrus
FLT1,43,Superior Temporal Gyrus
ATP10A,44,Superior Temporal Gyrus
NRXN1,45,Superior Temporal Gyrus
DST,46,Superior Temporal Gyrus
RBFOX1,47,Superior Temporal Gyrus
NEAT1,48,Superior Temporal Gyrus
DLC1,49,Superior Temporal Gyrus
ST18,50,Superior Temporal Gyrus
GNG7,51,Superior Temporal Gyrus
PHLPP1,52,Superior Temporal Gyrus
NPAS3,53,Superior Temporal Gyrus
NTM,54,Superior Temporal Gyrus
PTPRD,55,Superior Temporal Gyrus
MAP7,56,Superior Temporal Gyrus
RBM25,57,Superior Temporal Gyrus
SGIP1,58,Superior Temporal Gyrus
HIP1,59,Superior Temporal Gyrus
TMTC2,60,Superior Temporal Gyrus
PRRC2C,61,Superior Temporal Gyrus
AGAP1,62,Superior Temporal Gyrus
ELMO1,63,Superior Temporal Gyrus
TPD52L1,64,Superior Temporal Gyrus
SLC6A1,65,Superior Temporal Gyrus
ADGRB3,66,Superior Temporal Gyrus
POLR2F,67,Superior Temporal Gyrus
PLXDC2,68,Superior Temporal Gyrus
TNR,69,Superior Temporal Gyrus
ERBB4,70,Superior Temporal Gyrus
DOCK10,71,Superior Temporal Gyrus
LINC00486,72,Superior Temporal Gyrus
ANKS1B,73,Superior Temporal Gyrus
CALD1,74,Superior Temporal Gyrus
FTX,75,Superior Temporal Gyrus
NRG3,76,Superior Temporal Gyrus
SLC1A2,77,Superior Temporal Gyrus
ANK3,78,Superior Temporal Gyrus
KAZN,79,Superior Temporal Gyrus
TIMP3,80,Superior Temporal Gyrus
PTH1R,81,Superior Temporal Gyrus
DIP2B,82,Superior Temporal Gyrus
ADARB2,83,Superior Temporal Gyrus
LHFPL3,84,Superior Temporal Gyrus
AUTS2,85,Superior Temporal Gyrus
DOCK4,86,Superior Temporal Gyrus
MOBP,87,Superior Temporal Gyrus
MT-CYB,88,Superior Temporal Gyrus
SLC7A14-AS1,89,Superior Temporal Gyrus
CTNND2,90,Superior Temporal Gyrus
HSP90AA1,91,Superior Temporal Gyrus
GPC5,92,Superior Temporal Gyrus
NKAIN2,93,Superior Temporal Gyrus
CNTNAP2,94,Superior Temporal Gyrus
PIP4K2A,95,Superior Temporal Gyrus
DTNA,96,Superior Temporal Gyrus
WWOX,97,Superior Temporal Gyrus
INSR,98,Superior Temporal Gyrus
ST6GALNAC3,99,Superior Temporal Gyrus
OPCML,100,Superior Temporal Gyrus
MALAT1,1,Supramarginal Gyrus
PCDH9,2,Supramarginal Gyrus
DST,3,Supramarginal Gyrus
MACF1,4,Supramarginal Gyrus
IL1RAPL1,5,Supramarginal Gyrus
RNF220,6,Supramarginal Gyrus
DLG2,7,Supramarginal Gyrus
PTPRG,8,Supramarginal Gyrus
DSCAM,9,Supramarginal Gyrus
QKI,10,Supramarginal Gyrus
NRXN3,11,Supramarginal Gyrus
PPP2R2B,12,Supramarginal Gyrus
SLC6A1,13,Supramarginal Gyrus
CTNNA3,14,Supramarginal Gyrus
RORA,15,Supramarginal Gyrus
FRMD4A,16,Supramarginal Gyrus
DLC1,17,Supramarginal Gyrus
SLC24A2,18,Supramarginal Gyrus
FLT1,19,Supramarginal Gyrus
ATP1A2,20,Supramarginal Gyrus
TNR,21,Supramarginal Gyrus
MAGI2,22,Supramarginal Gyrus
TRIM2,23,Supramarginal Gyrus
FMNL2,24,Supramarginal Gyrus
ARGLU1,25,Supramarginal Gyrus
SYNE1,26,Supramarginal Gyrus
PDE4B,27,Supramarginal Gyrus
ATP10A,28,Supramarginal Gyrus
CADM2,29,Supramarginal Gyrus
KCNIP4,30,Supramarginal Gyrus
LSAMP,31,Supramarginal Gyrus
NTM,32,Supramarginal Gyrus
RBM25,33,Supramarginal Gyrus
LUC7L3,34,Supramarginal Gyrus
ST18,35,Supramarginal Gyrus
NRXN1,36,Supramarginal Gyrus
SIK3,37,Supramarginal Gyrus
SLC39A10,38,Supramarginal Gyrus
SLC44A1,39,Supramarginal Gyrus
ANK3,40,Supramarginal Gyrus
AGAP1,41,Supramarginal Gyrus
FRMD5,42,Supramarginal Gyrus
CALD1,43,Supramarginal Gyrus
SLC1A2,44,Supramarginal Gyrus
LRP1B,45,Supramarginal Gyrus
CTNNA2,46,Supramarginal Gyrus
LHFPL3,47,Supramarginal Gyrus
NEAT1,48,Supramarginal Gyrus
KAZN,49,Supramarginal Gyrus
ELMO1,50,Supramarginal Gyrus
CSMD1,51,Supramarginal Gyrus
OPCML,52,Supramarginal Gyrus
HIP1,53,Supramarginal Gyrus
PRRC2C,54,Supramarginal Gyrus
PLXDC2,55,Supramarginal Gyrus
SRRM2,56,Supramarginal Gyrus
GPC5,57,Supramarginal Gyrus
DPP10,58,Supramarginal Gyrus
ZBTB20,59,Supramarginal Gyrus
LRRC4C,60,Supramarginal Gyrus
DOCK4,61,Supramarginal Gyrus
MBP,62,Supramarginal Gyrus
PTPRD,63,Supramarginal Gyrus
STOX2,64,Supramarginal Gyrus
FRMD4B,65,Supramarginal Gyrus
MAP7,66,Supramarginal Gyrus
HSP90AA1,67,Supramarginal Gyrus
DOCK10,68,Supramarginal Gyrus
PHLPP1,69,Supramarginal Gyrus
ANKS1B,70,Supramarginal Gyrus
DNM3,71,Supramarginal Gyrus
C3,72,Supramarginal Gyrus
PDZD2,73,Supramarginal Gyrus
SLC20A2,74,Supramarginal Gyrus
NPAS3,75,Supramarginal Gyrus
NLGN1,76,Supramarginal Gyrus
RBFOX1,77,Supramarginal Gyrus
AUTS2,78,Supramarginal Gyrus
LINC00486,79,Supramarginal Gyrus
PITPNC1,80,Supramarginal Gyrus
NCKAP5,81,Supramarginal Gyrus
NKAIN2,82,Supramarginal Gyrus
INSR,83,Supramarginal Gyrus
LRMDA,84,Supramarginal Gyrus
SLC5A11,85,Supramarginal Gyrus
SPTBN1,86,Supramarginal Gyrus
TMTC2,87,Supramarginal Gyrus
XIST,88,Supramarginal Gyrus
PALM2AKAP2,89,Supramarginal Gyrus
LAMA2,90,Supramarginal Gyrus
APBB2,91,Supramarginal Gyrus
GPM6A,92,Supramarginal Gyrus
UTRN,93,Supramarginal Gyrus
ARHGAP21,94,Supramarginal Gyrus
PNISR,95,Supramarginal Gyrus
CTNND2,96,Supramarginal Gyrus
DPP6,97,Supramarginal Gyrus
ST6GALNAC3,98,Supramarginal Gyrus
NCAM1,99,Supramarginal Gyrus
GNG7,100,Supramarginal Gyrus
MALAT1,1,Thalamus
PCDH9,2,Thalamus
RNF220,3,Thalamus
IL1RAPL1,4,Thalamus
QKI,5,Thalamus
PPP2R2B,6,Thalamus
CTNNA3,7,Thalamus
FRMD4A,8,Thalamus
DLG2,9,Thalamus
DSCAM,10,Thalamus
DST,11,Thalamus
RBFOX1,12,Thalamus
FMNL2,13,Thalamus
GNG7,14,Thalamus
ST18,15,Thalamus
MAGI2,16,Thalamus
CADM2,17,Thalamus
PDE4B,18,Thalamus
LRP1B,19,Thalamus
MACF1,20,Thalamus
MT-ND4,21,Thalamus
TNR,22,Thalamus
SLC44A1,23,Thalamus
LINC00486,24,Thalamus
MBP,25,Thalamus
KCNIP4,26,Thalamus
LSAMP,27,Thalamus
RORA,28,Thalamus
NTM,29,Thalamus
SLC24A2,30,Thalamus
LUC7L3,31,Thalamus
PITPNC1,32,Thalamus
NEAT1,33,Thalamus
PLXDC2,34,Thalamus
DOCK4,35,Thalamus
SLC5A11,36,Thalamus
LRRC4C,37,Thalamus
NKAIN2,38,Thalamus
MOBP,39,Thalamus
NPAS3,40,Thalamus
CSMD1,41,Thalamus
DLC1,42,Thalamus
FRMD5,43,Thalamus
ELMO1,44,Thalamus
PTPRG,45,Thalamus
XIST,46,Thalamus
SLC26A3,47,Thalamus
NRXN3,48,Thalamus
OPCML,49,Thalamus
TRIM2,50,Thalamus
ZBTB20,51,Thalamus
NCKAP5,52,Thalamus
NRG3,53,Thalamus
MT-CO2,54,Thalamus
AGAP1,55,Thalamus
LRMDA,56,Thalamus
MAP7,57,Thalamus
ARGLU1,58,Thalamus
DPP6,59,Thalamus
SLC6A1,60,Thalamus
SIK3,61,Thalamus
PTPRD,62,Thalamus
KAZN,63,Thalamus
MT-CO3,64,Thalamus
RBM25,65,Thalamus
PDZD2,66,Thalamus
NLGN1,67,Thalamus
FLT1,68,Thalamus
MAN2A1,69,Thalamus
PLCL1,70,Thalamus
ST6GALNAC3,71,Thalamus
GPM6A,72,Thalamus
DOCK10,73,Thalamus
HIP1,74,Thalamus
MMD2,75,Thalamus
HSP90AA1,76,Thalamus
CALD1,77,Thalamus
WWOX,78,Thalamus
LHFPL3,79,Thalamus
ATP10A,80,Thalamus
PIP4K2A,81,Thalamus
NRXN1,82,Thalamus
SYNE1,83,Thalamus
FRMD4B,84,Thalamus
DNM3,85,Thalamus
TMTC2,86,Thalamus
ATP1A2,87,Thalamus
PRRC2C,88,Thalamus
CTNNA2,89,Thalamus
CTNND2,90,Thalamus
NCAM2,91,Thalamus
MT-ND2,92,Thalamus
SGIP1,93,Thalamus
MT-CO1,94,Thalamus
TRPM3,95,Thalamus
DPP10,96,Thalamus
ZEB2,97,Thalamus
ABR,98,Thalamus
GPC5,99,Thalamus
HERC2P3,100,Thalamus
MALAT1,1,White Matter Anterior Watershed
PCDH9,2,White Matter Anterior Watershed
IL1RAPL1,3,White Matter Anterior Watershed
CTNNA3,4,White Matter Anterior Watershed
QKI,5,White Matter Anterior Watershed
RNF220,6,White Matter Anterior Watershed
PPP2R2B,7,White Matter Anterior Watershed
DLG2,8,White Matter Anterior Watershed
MAGI2,9,White Matter Anterior Watershed
PDE4B,10,White Matter Anterior Watershed
SLC44A1,11,White Matter Anterior Watershed
ST18,12,White Matter Anterior Watershed
DST,13,White Matter Anterior Watershed
SLC24A2,14,White Matter Anterior Watershed
FMNL2,15,White Matter Anterior Watershed
MOBP,16,White Matter Anterior Watershed
NTM,17,White Matter Anterior Watershed
NKAIN2,18,White Matter Anterior Watershed
FRMD5,19,White Matter Anterior Watershed
TRIM2,20,White Matter Anterior Watershed
SIK3,21,White Matter Anterior Watershed
PIP4K2A,22,White Matter Anterior Watershed
ELMO1,23,White Matter Anterior Watershed
PTPRD,24,White Matter Anterior Watershed
NRXN3,25,White Matter Anterior Watershed
SLC7A14-AS1,26,White Matter Anterior Watershed
SLC5A11,27,White Matter Anterior Watershed
MAN2A1,28,White Matter Anterior Watershed
PHLPP1,29,White Matter Anterior Watershed
TMTC2,30,White Matter Anterior Watershed
ZBTB20,31,White Matter Anterior Watershed
PLCL1,32,White Matter Anterior Watershed
DNM3,33,White Matter Anterior Watershed
POLR2F,34,White Matter Anterior Watershed
MAP7,35,White Matter Anterior Watershed
MBP,36,White Matter Anterior Watershed
RBFOX1,37,White Matter Anterior Watershed
NCAM2,38,White Matter Anterior Watershed
DPYD,39,White Matter Anterior Watershed
DOCK10,40,White Matter Anterior Watershed
ANK2,41,White Matter Anterior Watershed
PALM2AKAP2,42,White Matter Anterior Watershed
SHTN1,43,White Matter Anterior Watershed
MACF1,44,White Matter Anterior Watershed
AUTS2,45,White Matter Anterior Watershed
LUC7L3,46,White Matter Anterior Watershed
ANK3,47,White Matter Anterior Watershed
SRCIN1,48,White Matter Anterior Watershed
DIP2B,49,White Matter Anterior Watershed
UNC5C,50,White Matter Anterior Watershed
ZEB2,51,White Matter Anterior Watershed
FRMD4B,52,White Matter Anterior Watershed
PRRC2C,53,White Matter Anterior Watershed
SEPTIN7,54,White Matter Anterior Watershed
PDE8A,55,White Matter Anterior Watershed
CLASP2,56,White Matter Anterior Watershed
NCAM1,57,White Matter Anterior Watershed
NEAT1,58,White Matter Anterior Watershed
ERBIN,59,White Matter Anterior Watershed
KIRREL3,60,White Matter Anterior Watershed
FUT8,61,White Matter Anterior Watershed
TCF12,62,White Matter Anterior Watershed
ADGRB3,63,White Matter Anterior Watershed
NPAS3,64,White Matter Anterior Watershed
MAP4K4,65,White Matter Anterior Watershed
TMEM165,66,White Matter Anterior Watershed
ZNF536,67,White Matter Anterior Watershed
ARGLU1,68,White Matter Anterior Watershed
MARCHF1,69,White Matter Anterior Watershed
SGIP1,70,White Matter Anterior Watershed
EDIL3,71,White Matter Anterior Watershed
LINC00486,72,White Matter Anterior Watershed
PDE1C,73,White Matter Anterior Watershed
LSAMP,74,White Matter Anterior Watershed
GNG7,75,White Matter Anterior Watershed
RERE,76,White Matter Anterior Watershed
TJP1,77,White Matter Anterior Watershed
AGAP1,78,White Matter Anterior Watershed
SPOCK1,79,White Matter Anterior Watershed
TTLL7,80,White Matter Anterior Watershed
SPOCK3,81,White Matter Anterior Watershed
DLC1,82,White Matter Anterior Watershed
ARHGAP21,83,White Matter Anterior Watershed
PLXDC2,84,White Matter Anterior Watershed
PTPRK,85,White Matter Anterior Watershed
CCDC88A,86,White Matter Anterior Watershed
MAP1B,87,White Matter Anterior Watershed
RBM25,88,White Matter Anterior Watershed
DOCK4,89,White Matter Anterior Watershed
GRID1,90,White Matter Anterior Watershed
LIMCH1,91,White Matter Anterior Watershed
DLG1,92,White Matter Anterior Watershed
APBB2,93,White Matter Anterior Watershed
FRYL,94,White Matter Anterior Watershed
DOCK5,95,White Matter Anterior Watershed
PLEKHH1,96,White Matter Anterior Watershed
WWOX,97,White Matter Anterior Watershed
SH3GL3,98,White Matter Anterior Watershed
HIP1,99,White Matter Anterior Watershed
ZSWIM6,100,White Matter Anterior Watershed
